#Source                    |Destination                |Total Strands|Capacity|Bid  |Client
#=============================================================================================
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      57;  871;     0
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      56;  860;   381
San Francisco, California  ; Salt Lake City, Utah      ;            8;      24;  997;   382
San Francisco, California  ; Madison, Wisconsin        ;            4;      18;  791;   383
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      71;  725;   384
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;       7;  833;   385
San Francisco, California  ; Madison, Wisconsin        ;            3;      34;  897;   386
San Francisco, California  ; Madison, Wisconsin        ;           10;      23;  775;   387
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      75;  681;   388
San Francisco, California  ; Madison, Wisconsin        ;            4;      42;  610;   389
San Francisco, California  ; Salt Lake City, Utah      ;            7;      80;  851;   390
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      87;  642;   391
San Francisco, California  ; Denver, Colorado          ;           10;       3;  855;   392
Kansas City, Missouri      ; Denver, Colorado          ;            4;      46;  699;   393
San Francisco, California  ; Salt Lake City, Utah      ;            5;      88;  685;   394
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      32;  982;   395
Denver, Colorado           ; Madison, Wisconsin        ;            8;      97;  792;   396
San Francisco, California  ; Madison, Wisconsin        ;            8;      87;  821;   397
Denver, Colorado           ; Madison, Wisconsin        ;            1;      25;  763;   398
Kansas City, Missouri      ; Denver, Colorado          ;            7;       5;  832;   399
San Francisco, California  ; Salt Lake City, Utah      ;           10;      40;  777;   400
Kansas City, Missouri      ; Madison, Wisconsin        ;            4;       8;  739;   401
Kansas City, Missouri      ; Denver, Colorado          ;            2;      10;  794;   402
San Francisco, California  ; Madison, Wisconsin        ;            3;      18;  803;   403
Denver, Colorado           ; Madison, Wisconsin        ;            2;     100;  838;   404
San Francisco, California  ; Denver, Colorado          ;            8;      82;  806;   405
Kansas City, Missouri      ; Denver, Colorado          ;            2;       7;  957;   406
San Francisco, California  ; Denver, Colorado          ;            7;      31;  626;   407
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      89;  892;   408
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      28;  825;   409
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      87;  724;   410
San Francisco, California  ; Madison, Wisconsin        ;            2;      12;  677;   411
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      77;  959;   412
Denver, Colorado           ; Salt Lake City, Utah      ;            8;       4;  954;   413
Kansas City, Missouri      ; Denver, Colorado          ;            7;      53;  805;   414
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      34;  758;   415
Kansas City, Missouri      ; Madison, Wisconsin        ;           10;      75;  663;   416
San Francisco, California  ; Salt Lake City, Utah      ;           10;      53;  809;   417
Denver, Colorado           ; Madison, Wisconsin        ;            6;      84;  616;   418
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      29;  752;   419
San Francisco, California  ; Salt Lake City, Utah      ;            7;      14;  888;   420
Kansas City, Missouri      ; Denver, Colorado          ;            1;      99;  792;   421
San Francisco, California  ; Madison, Wisconsin        ;            2;      18;  998;   422
Denver, Colorado           ; Madison, Wisconsin        ;            2;      86;  741;   423
Denver, Colorado           ; Madison, Wisconsin        ;            2;      55;  966;   424
San Francisco, California  ; Salt Lake City, Utah      ;            3;      59;  743;   425
Denver, Colorado           ; Madison, Wisconsin        ;            3;      88;  902;   426
San Francisco, California  ; Madison, Wisconsin        ;           10;      29;  823;   427
San Francisco, California  ; Madison, Wisconsin        ;            1;      70;  675;   428
San Francisco, California  ; Denver, Colorado          ;           10;      21;  963;   429
Kansas City, Missouri      ; Denver, Colorado          ;            5;      29;  681;   430
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      19;  625;   431
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      19;  704;   432
Denver, Colorado           ; Madison, Wisconsin        ;           10;      26;  832;   433
Kansas City, Missouri      ; Denver, Colorado          ;            3;      48;  667;   434
San Francisco, California  ; Denver, Colorado          ;            4;      70;  637;   435
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;       3;  897;   436
Kansas City, Missouri      ; Denver, Colorado          ;            3;      83;  957;   437
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      45;  898;   438
San Francisco, California  ; Denver, Colorado          ;            8;      68;  696;   439
Denver, Colorado           ; Madison, Wisconsin        ;            4;      17;  657;   440
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      11;  765;   441
Kansas City, Missouri      ; Denver, Colorado          ;            4;      94;  801;   442
San Francisco, California  ; Salt Lake City, Utah      ;            5;      58;  983;   443
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      13;  788;   444
Denver, Colorado           ; Madison, Wisconsin        ;            9;      14;  656;   445
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      13;  721;   446
San Francisco, California  ; Denver, Colorado          ;            2;      49;  775;   447
San Francisco, California  ; Denver, Colorado          ;            1;      98;  604;   448
Denver, Colorado           ; Madison, Wisconsin        ;            2;      25;  838;   449
Denver, Colorado           ; Madison, Wisconsin        ;            9;      66;  725;   450
Denver, Colorado           ; Salt Lake City, Utah      ;            7;       4;  806;   451
Kansas City, Missouri      ; Denver, Colorado          ;            4;      72;  791;   452
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      92;  678;   453
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      61;  688;   454
Kansas City, Missouri      ; Madison, Wisconsin        ;            4;      85;  824;   455
San Francisco, California  ; Denver, Colorado          ;            9;      43;  950;   456
Kansas City, Missouri      ; Salt Lake City, Utah      ;            8;      31;  648;   457
San Francisco, California  ; Salt Lake City, Utah      ;            7;      89;  979;   458
San Francisco, California  ; Denver, Colorado          ;            1;      80;  956;   459
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      64;  830;   460
San Francisco, California  ; Salt Lake City, Utah      ;            2;      10;  622;   461
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      85;  692;   462
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      65;  828;   463
Kansas City, Missouri      ; Denver, Colorado          ;            2;      56;  910;   464
San Francisco, California  ; Madison, Wisconsin        ;            5;      61;  641;   465
San Francisco, California  ; Salt Lake City, Utah      ;            1;      14;  821;   466
San Francisco, California  ; Madison, Wisconsin        ;            7;      89;  812;   467
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      57;  996;   468
Kansas City, Missouri      ; Denver, Colorado          ;           10;      21;  725;   469
Denver, Colorado           ; Madison, Wisconsin        ;            5;      25;  767;   470
San Francisco, California  ; Madison, Wisconsin        ;            3;       9;  874;   471
San Francisco, California  ; Madison, Wisconsin        ;            4;      71;  865;   472
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      31;  609;   473
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;       3;  743;   474
San Francisco, California  ; Madison, Wisconsin        ;            1;      24;  733;   475
San Francisco, California  ; Denver, Colorado          ;            4;      83;  938;   476
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      72;  870;   477
Kansas City, Missouri      ; Denver, Colorado          ;            9;      66;  603;   478
Denver, Colorado           ; Madison, Wisconsin        ;            7;      39;  750;   479
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      95;  804;   480
Denver, Colorado           ; Madison, Wisconsin        ;            8;      70;  740;   481
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      42;  850;   482
San Francisco, California  ; Madison, Wisconsin        ;            8;      76;  668;   483
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      48;  638;   484
Kansas City, Missouri      ; Denver, Colorado          ;            1;      75;  854;   485
San Francisco, California  ; Denver, Colorado          ;            1;      20;  721;   486
San Francisco, California  ; Denver, Colorado          ;            2;      33;  790;   487
Denver, Colorado           ; Madison, Wisconsin        ;            4;      96;  824;   488
San Francisco, California  ; Salt Lake City, Utah      ;            6;      83;  632;   489
